order_id,customer_id,order_date,status
162,630,2024-08-17 01:12:04.356550,Refunded
163,510,2024-03-07 05:58:56.179398,Pending
164,239,2024-06-07 18:27:20.478350,Completed
165,122,2025-07-24 11:26:18.130444,Completed
166,756,2024-03-02 07:17:22.408461,Cancelled
167,424,2024-03-19 18:45:14.303695,Refunded
168,5096,2026-06-09 08:52:02.750215,Completed
169,70,2024-08-31 20:17:45.465438,Completed
170,7260,2024-03-11 14:18:38.028723,Refunded
171,583,2027-03-07 00:00:00,Completed
172,347,2025-09-05 07:30:36.793533,Cancelled
173,37,2024-10-27 13:59:23.988758,Refunded
174,472,2024-09-04 10:40:54.772326,Completed
175,474,2025-06-02 21:11:50.977614,Refunded
176,58,2025-09-02 20:21:52.085922,Refunded
177,695,2025-06-08 22:44:09.383113,Completed
178,592,2024-12-08 12:19:22.759301,Completed
179,68,2026-06-16 02:55:19.948858,Completed
180,348,2025-06-22 08:11:39.861375,Completed
181,585,2025-02-14 17:35:14.470614,Completed
182,770,2025-03-28 10:46:50.909286,Refunded
183,33,2026-01-03 05:19:04.469668,Completed
184,381,2024-02-24 20:10:18.445103,Completed
185,538,2026-01-01 22:09:08.768472,Completed
186,797,2026-01-09 00:09:09.867796,Pending
187,26,2024-01-17 13:03:13.362839,Completed
188,195,2024-06-02 17:03:11.266555,Pending
189,318,2026-06-08 11:53:13.874636,Completed
190,529,2025-08-30 07:55:52.922790,Refunded
191,38,2024-03-05 18:58:54.555167,Pending
192,2521,2026-02-28 17:24:12.577971,Pending
193,90,2025-03-27 23:23:42.832194,Completed
194,534,2024-05-03 20:31:32.675098,Completed
195,592,2025-08-25 17:55:50.030445,Completed
196,329,2024-05-16 08:24:35.268247,Pending
197,327,2024-03-07 18:26:51.684725,Completed
198,153,2024-07-02 19:50:05.231977,Pending
199,574,2024-08-09 23:11:00.695873,Completed
200,563,2025-10-14 16:31:01.483779,Refunded
201,291,2026-04-05 07:24:19.009299,Completed
202,628,2025-07-19 02:19:51.709941,Completed
203,134,2025-02-25 13:43:41.047333,Completed
204,109,2025-05-31 02:36:03.153501,Cancelled
205,184,2025-02-17 12:08:23.705882,Refunded
206,707,2024-02-03 02:26:35.995894,Completed
207,341,2026-05-19 21:44:17.853476,Refunded
208,547,2025-03-08 07:55:16.578974,Cancelled
209,582,2024-03-08 14:09:48.428995,Refunded
210,480,2025-01-23 09:59:19.070708,Refunded
211,728,2026-03-24 16:50:43.000980,Completed
212,148,2024-07-29 17:40:20.619258,Completed
213,402,2025-12-27 21:03:51.443118,Completed
214,333,,Cancelled
215,116,2024-06-17 21:01:23.986906,Completed
216,290,2025-02-02 21:07:58.529694,Completed
217,521,2024-12-20 17:55:00.924176,Completed
218,334,2025-11-27 14:06:10.977272,Completed
219,546,2025-02-23 09:47:51.843626,Completed
220,636,2024-11-04 22:29:43.923842,Cancelled
221,394,2025-06-09 10:37:20.160190,Refunded
222,606,2025-04-28 05:03:23.965583,Pending
223,351,2025-07-20 07:28:51.931886,Refunded
224,686,2025-08-14 00:14:01.520259,Pending
225,499,2025-01-17 22:40:35.865102,Completed
226,569,2024-08-04 02:49:40.334943,Completed
227,416,2025-08-03 16:10:02.548386,Pending
228,790,2024-07-08 11:49:06.447146,Refunded
229,677,2025-07-28 19:25:23.333130,Completed
230,595,2025-06-04 18:54:04.985819,Completed
231,776,2026-04-14 07:59:39.442780,Pending
232,299,2025-09-23 07:04:15.187482,Completed
233,211,2024-07-03 22:43:35.351861,Pending
234,696,2025-07-02 23:38:16.367584,Cancelled
235,736,2025-07-27 21:33:38.687863,Completed
236,10162,2024-12-14 05:06:13.631856,Completed
237,302,2024-10-08 06:52:30.013482,Completed
238,1,2024-01-29 03:05:57.538627,Completed
239,113,2025-04-11 21:10:22.620511,Completed
240,443,2025-10-22 13:10:32.167729,Completed
241,729,2025-06-10 18:10:02.548973,Pending
242,217,2024-11-01 01:37:23.487930,Completed
243,569,2024-07-31 10:08:06.611247,Cancelled
244,158,2024-05-11 20:24:51.232434,Completed
245,2057,2024-05-24 10:18:30.764086,Cancelled
246,674,2025-06-17 22:20:54.469643,Completed
247,141,2024-11-16 15:32:03.576587,Cancelled
248,713,2024-01-22 10:13:08.155740,Completed
249,466,2024-11-14 00:50:28.529627,Cancelled
250,394,2026-01-05 16:21:55.521264,Pending
251,8,2024-09-05 01:17:33.571568,Completed
252,730,2024-09-14 14:52:59.288819,Pending
253,591,2025-08-06 02:47:37.848968,Pending
254,495,2025-12-29 09:09:43.985331,Cancelled
255,708,2024-09-15 19:23:47.033187,Pending
256,769,2024-01-07 06:35:30.845777,Completed
257,536,2024-02-15 11:55:28.541620,Cancelled
258,646,2024-05-07 19:05:30.999661,Completed
259,701,2026-06-01 00:03:34.449248,Completed
260,628,2025-02-26 22:44:17.972852,Completed
261,481,2024-10-05 22:06:31.039898,Pending
262,752,2025-05-11 06:32:05.148544,Completed
263,297,2025-11-25 15:38:04.447409,Pending
264,768,2025-03-28 05:32:51.608097,Completed
265,63,2024-09-28 05:52:19.583235,Pending
266,53,2025-02-11 23:16:09.650510,Refunded
267,640,2025-02-14 01:50:14.915915,Completed
268,518,2024-10-08 23:06:55.962595,Completed
269,136,2026-05-07 05:56:44.933734,Completed
270,15,2025-01-17 10:16:46.432353,Pending
271,757,2024-07-02 09:21:38.320913,Completed
272,268,2026-03-22 06:28:08.108084,Completed
273,541,2025-01-23 15:50:50.437148,Completed
274,149,2026-06-21 10:38:48.427643,Cancelled
275,771,2024-08-22 01:33:06.225695,Completed
276,677,2024-10-28 04:48:14.444975,Completed
277,592,2024-01-22 00:02:37.252020,Refunded
278,271,2024-08-10 12:35:10.836001,Completed
279,476,2024-10-13 17:21:36.090915,Refunded
280,771,2024-07-19 22:59:49.797353,Refunded
281,723,2024-06-30 10:52:05.141900,Pending
282,9153,2025-06-20 10:54:26.774154,Completed
283,543,2024-12-17 18:08:52.858761,Pending
284,653,2024-09-05 03:44:42.147275,Pending
285,668,2025-01-23 15:43:17.076941,Completed
286,101,2024-06-18 21:00:44.533375,Cancelled
287,792,2025-02-27 01:42:31.113429,Refunded
288,603,2024-03-13 00:57:55.446450,Refunded
289,707,2026-03-15 04:03:01.870600,Completed
290,2913,not_a_date,Completed
291,538,2024-11-22 05:21:15.090062,Completed
292,743,2025-06-02 15:23:19.039368,Completed
293,635,2024-12-12 07:45:03.902668,Refunded
294,223,2024-10-19 12:26:51.966353,Refunded
295,123,2024-02-15 03:15:35.715152,Cancelled
296,673,2024-12-03 22:42:26.163557,Completed
297,114,2025-02-28 11:34:00.692440,Cancelled
298,677,2024-01-08 05:58:20.832913,Completed
299,788,2024-12-01 06:06:05.811662,Completed
300,264,2024-04-10 07:42:23.454354,Completed
301,392,2025-04-26 22:24:36.545397,Completed
302,272,2025-02-25 11:52:20.860569,Completed
303,625,2025-09-06 09:32:38.331444,Completed
304,148,2025-01-23 14:26:56.222571,Pending
305,659,2024-08-01 21:01:38.656518,Completed
306,106,2024-03-12 09:19:53.651062,Refunded
307,257,2027-08-05 00:00:00,Refunded
308,2419,2024-09-21 04:08:31.666534,Completed
309,156,2025-04-22 20:06:40.078844,Pending
310,4,2026-02-13 07:03:52.825262,Cancelled
311,490,2026-02-04 16:36:16.978165,Completed
312,554,2025-11-26 12:05:07.597156,Refunded
313,799,2025-07-11 06:44:05.392017,Completed
314,342,2024-11-13 15:33:36.470248,Refunded
315,663,2024-09-13 14:56:06.338250,Completed
316,83,2025-08-21 22:41:09.201886,Completed
317,664,2024-08-13 22:34:15.756548,Cancelled
318,677,2026-06-04 19:59:57.089911,Completed
319,646,2025-11-17 15:19:03.641631,Refunded
320,449,2026-03-07 19:32:39.839440,Completed
321,26,2026-05-08 05:58:48.511942,Cancelled
322,399,2024-09-23 03:47:01.276185,Completed
323,512,2024-07-20 16:50:05.855320,Cancelled
324,17,2025-10-07 22:22:40.696965,Refunded
325,44,2025-12-16 15:35:03.460084,Refunded
326,684,2025-12-22 05:53:04.103246,Pending
327,153,2024-10-05 04:13:39.071437,Completed
328,38,2024-04-20 12:22:17.377301,Completed
329,483,2025-06-02 17:02:38.560230,Completed
330,719,not_a_date,Refunded
331,52,2024-08-10 19:40:32.273676,Completed
332,468,2025-07-07 09:31:34.760436,Completed
333,109,2026-01-29 13:50:24.407525,Pending
334,226,2026-05-10 16:00:49.420487,Completed
335,756,2024-08-23 11:22:41.531509,Refunded
336,590,2025-06-10 20:22:24.572128,Completed
337,783,2024-09-16 17:11:00.058764,Completed
338,124,2025-06-07 18:02:56.540755,Completed
339,714,2024-09-02 15:23:29.330687,Completed
340,596,2025-01-08 10:26:38.392285,Refunded
341,628,2024-01-16 15:32:25.564358,Cancelled
342,4739,2025-11-22 12:19:00.791466,Refunded
343,668,2026-02-01 07:10:21.275273,Refunded
344,792,2025-09-29 08:14:00.952818,Completed
345,656,2024-06-05 02:07:11.533807,Completed
346,179,,Completed
347,735,2025-06-24 12:22:11.322800,Refunded
348,309,not_a_date,Completed
349,197,2024-04-26 21:13:55.840201,Completed
350,634,2025-10-20 14:34:46.623584,Pending
351,520,2025-10-21 03:36:38.427954,Refunded
352,214,2024-07-18 01:51:31.013953,Completed
353,702,2025-06-08 09:20:40.615740,Cancelled
354,181,2026-01-14 19:24:12.116456,Completed
355,661,2025-08-08 08:36:33.163750,Completed
356,343,2026-03-14 19:24:45.920122,Cancelled
357,45,2025-06-14 18:46:23.389938,Pending
358,181,2027-09-04 00:00:00,Completed
359,241,2024-03-31 21:07:47.815447,Completed
360,430,2024-05-23 15:48:24.864801,Completed
361,236,2026-05-31 05:52:54.661259,Completed
362,243,2026-06-27 21:51:06.703869,Cancelled
363,226,2025-11-23 14:04:48.273646,Completed
364,447,2025-02-09 21:21:12.405152,Cancelled
365,183,2024-02-25 18:09:46.551958,Refunded
366,199,2024-06-06 21:50:31.522898,Completed
367,344,2026-02-22 20:15:02.034914,Completed
368,288,2025-11-24 21:27:10.093105,Cancelled
369,429,2025-03-12 07:19:46.448380,Completed
370,619,2024-10-01 12:54:14.948963,Pending
371,175,2026-02-14 19:56:37.126992,Completed
372,89,2024-11-12 19:09:17.036596,Completed
373,606,2024-09-18 12:23:52.961498,Completed
374,748,2025-10-08 14:05:29.419187,Completed
375,336,2025-01-11 01:25:38.912422,Pending
376,153,2024-11-02 17:07:49.577908,Cancelled
377,46,2025-12-30 02:54:57.926071,Pending
378,35,2024-04-30 04:07:01.609362,Refunded
379,101,2025-12-09 12:38:19.957416,Pending
380,8462,2024-02-03 23:21:36.228584,Completed
381,368,2024-01-10 06:09:08.054540,Completed
382,17,2024-10-01 21:55:35.049709,Refunded
383,471,2025-05-31 06:00:02.578986,Completed
384,466,2026-02-11 18:16:53.761902,Refunded
385,416,2024-12-13 13:08:51.777696,Refunded
386,476,not_a_date,Refunded
387,73,2025-10-21 03:21:29.845067,Pending
388,34,2024-07-22 13:25:29.384303,Refunded
389,628,2024-02-19 17:56:32.383965,Refunded
390,83,2024-01-25 22:45:48.612902,Completed
391,528,2026-03-28 09:13:49.258139,Completed
392,114,2026-03-07 19:09:50.772913,Completed
393,375,2024-04-07 03:29:28.954541,Refunded
394,69,2025-12-10 11:21:29.897435,Completed
395,343,2024-07-04 21:08:02.631880,Cancelled
396,756,2026-02-25 21:33:51.459446,Refunded
397,215,2024-10-30 15:40:28.995438,Completed
398,362,2024-12-24 11:05:49.548522,Cancelled
399,284,2024-11-20 12:48:37.307664,Cancelled
400,498,2025-10-06 01:23:03.151219,Cancelled
401,727,2024-12-22 18:04:50.470604,Completed
402,463,2024-10-28 07:53:51.814577,Refunded
403,68,2024-11-03 08:30:58.168602,Completed
404,83,2025-09-09 05:45:08.578473,Completed
405,112,2025-03-05 09:40:07.929364,Completed
406,509,2024-01-03 02:39:18.555403,Refunded
407,24,2026-05-06 06:25:16.423528,Pending
408,136,2026-06-03 10:42:56.906615,Refunded
409,661,2024-03-12 20:39:38.707781,Completed
410,238,2025-06-06 14:35:29.880750,Completed
411,422,2024-07-17 23:07:00.647191,Completed
412,498,2024-03-03 15:54:01.991092,Pending
413,456,2025-10-04 23:58:01.064680,Completed
414,176,2025-05-18 08:57:48.871388,Completed
415,296,2024-06-21 07:37:54.485966,Completed
416,292,2025-09-25 20:09:40.657781,Completed
417,729,2024-12-27 06:08:32.562653,Completed
418,726,2024-07-20 14:13:29.225749,Completed
419,166,2024-03-07 00:40:49.624366,Completed
420,589,2026-05-01 08:58:31.568726,Completed
421,211,,Completed
422,353,2024-02-13 18:44:18.722253,Completed
423,547,2024-07-05 11:38:19.417378,Cancelled
424,512,2026-03-22 00:23:59.671116,Completed
425,10748,2024-06-22 12:57:15.451444,Completed
426,663,2025-01-06 03:17:57.277631,Completed
427,773,2026-04-29 18:28:48.092370,Completed
428,579,2025-11-05 22:11:59.578519,Completed
429,706,2024-01-31 12:07:34.827943,Completed
430,143,2024-08-14 12:43:29.549833,Completed
431,412,2024-10-09 10:26:18.443398,Completed
432,95,2024-09-23 16:47:50.319724,Completed
433,598,2024-08-29 12:39:07.762694,Completed
434,201,2024-07-08 09:47:38.612947,Cancelled
435,694,2024-04-08 04:31:59.681057,Pending
436,404,2024-10-01 10:42:03.567731,Pending
437,524,2025-08-27 06:04:42.046924,Completed
438,408,2025-10-12 15:23:29.996214,Completed
439,396,2025-01-13 16:32:29.771895,Completed
440,316,2025-11-06 11:05:45.283850,Completed
441,221,2025-09-06 17:45:55.042174,Cancelled
442,454,2025-08-22 11:13:39.641219,Cancelled
443,747,2025-12-12 21:12:22.719406,Pending
444,613,2025-05-07 04:30:47.213886,Cancelled
445,538,2024-01-26 12:38:17.248139,Pending
446,775,not_a_date,Refunded
447,280,2026-04-01 08:43:30.021925,Refunded
448,582,2026-05-15 00:45:36.085694,Completed
449,391,2024-10-12 20:45:38.644301,Completed
450,600,2025-10-06 20:21:13.467996,Cancelled
451,230,not_a_date,Completed
452,308,2026-02-22 18:48:40.737396,Cancelled
453,128,2024-12-13 11:33:56.773539,Cancelled
454,184,2025-06-14 17:14:18.028722,Completed
455,30,2024-02-15 15:53:24.295233,Completed
456,614,2026-03-18 06:08:56.277500,Pending
457,447,2025-08-18 15:05:22.990123,Cancelled
458,711,2025-08-12 01:59:14.136170,Refunded
459,6052,2026-06-04 17:54:21.451316,Completed
460,150,2025-02-03 03:48:10.380057,Completed
461,366,2024-09-17 14:07:04.307020,Cancelled
462,652,2025-02-28 08:36:20.152087,Completed
463,299,2024-06-20 13:30:29.564030,Pending
464,199,2024-02-04 04:46:18.325145,Completed
465,614,2024-07-08 08:11:56.319053,Completed
466,702,2024-10-17 04:29:31.538271,Refunded
467,705,2024-05-21 08:32:38.717930,Completed
468,10289,2025-05-03 19:22:51.656979,Cancelled
469,422,2025-12-21 22:37:25.930826,Completed
470,224,2024-11-29 23:37:11.263554,Completed
471,573,2024-02-12 18:06:50.544596,Pending
472,545,2024-05-27 13:41:04.326649,Completed
473,428,2025-05-24 07:49:27.713163,Completed
474,18,2026-05-10 06:36:49.253199,Completed
475,143,2025-01-19 13:19:33.037114,Pending
476,536,2024-11-04 05:28:32.561306,Refunded
477,312,2025-02-12 13:02:06.115352,Completed
478,132,2024-11-02 19:13:43.638933,Completed
479,315,2026-03-05 12:28:58.957083,Completed
480,436,2026-04-20 04:45:51.789966,Completed
481,20,2024-05-25 06:56:14.995019,Completed
482,202,2024-07-02 03:34:44.309175,Pending
483,608,2025-04-19 00:08:40.172949,Completed
484,45,2024-05-19 16:08:41.694872,Completed
485,127,2025-12-23 14:41:47.611135,Completed
486,190,2027-03-28 00:00:00,Refunded
487,285,2024-01-15 19:06:31.912672,Completed
488,513,2024-10-27 19:15:12.963369,Pending
489,584,2025-06-06 13:33:36.191795,Completed
490,542,2024-04-08 05:05:42.421753,Completed
491,176,2024-07-05 05:14:45.578313,Refunded
492,102,2024-01-10 01:47:00.478570,Refunded
493,487,2024-01-21 00:16:36.984769,Cancelled
494,690,2024-06-28 17:04:47.455386,Completed
495,389,2025-01-06 22:53:05.508641,Cancelled
496,116,2025-02-05 17:26:17.579873,Cancelled
497,113,2025-10-30 17:33:30.313927,Completed
498,722,2024-04-21 22:07:04.071623,Completed
499,336,2026-03-31 17:21:30.393186,Cancelled
500,615,2025-12-14 14:21:36.141683,Cancelled
501,232,2024-11-28 16:44:06.094976,Cancelled
502,194,2026-01-13 04:19:30.568856,Cancelled
503,696,not_a_date,Refunded
504,504,2025-01-23 21:02:43.357702,Pending
505,675,2025-12-07 20:24:09.934051,Cancelled
506,411,2025-07-09 09:52:47.420631,Refunded
507,173,2024-11-12 10:58:24.092836,Completed
508,206,2026-01-11 09:35:40.389364,Completed
509,239,2024-08-14 22:50:07.248115,Completed
510,784,2025-11-12 18:51:36.521444,Completed
511,775,2024-06-07 02:43:58.251849,Cancelled
512,365,2025-08-07 15:19:48.258450,Cancelled
513,497,2024-07-10 20:45:48.295466,Cancelled
514,111,2024-03-12 06:40:51.767197,Completed
515,644,2027-12-02 00:00:00,Completed
516,511,2026-04-09 05:22:55.361436,Cancelled
517,620,2025-10-31 07:49:59.826732,Pending
518,639,2025-05-21 15:11:45.496774,Pending
519,786,2024-08-23 07:48:07.184566,Completed
520,678,2025-03-20 05:40:44.060467,Pending
521,352,2024-08-02 01:46:23.970818,Completed
522,783,2024-07-16 11:47:00.051865,Completed
523,393,2025-10-14 22:46:43.280630,Cancelled
524,471,2026-05-16 03:26:45.298156,Refunded
525,799,2024-04-30 01:53:36.838190,Cancelled
526,442,2024-04-25 17:56:52.684891,Cancelled
527,783,2024-09-26 15:51:20.679263,Refunded
528,568,2024-03-03 00:58:06.537391,Cancelled
529,576,2026-06-04 16:17:59.940430,Cancelled
530,270,2025-06-13 18:31:16.204640,Pending
531,693,2025-11-06 09:56:43.918429,Completed
532,63,2026-06-29 10:55:09.552148,Completed
533,358,2025-12-02 23:48:00.733205,Refunded
534,350,2024-03-23 18:42:56.253686,Completed
535,422,2025-10-15 19:46:41.170049,Completed
536,241,2026-05-22 09:13:30.790928,Refunded
537,68,2025-08-26 00:09:42.878435,Completed
538,21,,Refunded
539,433,2024-02-17 11:32:02.652696,Completed
540,21,2024-12-06 01:49:43.051984,Completed
541,387,2025-02-04 05:52:27.420905,Completed
542,501,2026-03-11 11:19:45.404808,Completed
543,509,2025-01-11 18:40:09.608651,Completed
544,171,2026-01-27 08:06:00.536032,Cancelled
545,207,2025-08-24 18:20:57.704867,Completed
546,549,2025-05-12 19:54:02.219110,Completed
547,588,2025-10-26 17:00:31.973073,Refunded
548,95,2026-05-23 03:21:48.300157,Pending
549,345,2026-01-27 16:13:27.180570,Pending
550,487,2025-03-09 21:32:24.757128,Completed
551,668,2025-08-02 10:51:58.596581,Completed
552,444,2025-03-27 02:52:59.255091,Cancelled
553,412,2026-01-21 10:18:27.739193,Refunded
554,782,2025-01-12 01:56:46.499722,Refunded
555,721,2025-07-20 21:56:10.879256,Cancelled
556,219,2026-01-28 07:41:43.374503,Cancelled
557,275,2026-05-02 10:28:36.894129,Pending
558,788,2024-06-15 14:25:00.991808,Refunded
559,642,2024-08-28 05:44:52.607355,Cancelled
560,152,2024-12-17 22:26:32.767645,Completed
561,446,2025-08-05 20:59:51.255839,Completed
562,650,2024-07-26 03:39:18.071166,Completed
563,662,2026-03-05 18:05:30.121290,Completed
564,416,2025-02-05 11:36:04.964129,Completed
565,252,2025-12-19 10:22:59.240796,Cancelled
566,574,2025-03-03 09:44:04.780149,Completed
567,207,2024-05-15 03:15:39.212135,Completed
568,285,2025-04-05 18:34:34.118918,Completed
569,740,2027-02-11 00:00:00,Pending
570,306,2024-06-12 20:52:05.440648,Cancelled
571,373,2024-10-15 11:24:29.800654,Cancelled
572,742,2024-02-06 12:49:02.674187,Pending
573,753,2026-05-20 17:17:32.169361,Refunded
574,595,2025-12-13 08:21:37.822571,Completed
575,509,2024-11-08 16:38:43.908154,Completed
576,792,2024-12-25 02:51:09.786994,Pending
577,755,2025-05-01 06:29:20.178855,Completed
578,434,2025-10-11 04:32:19.598069,Completed
579,282,2026-04-13 10:27:26.925472,Pending
