order_item_id,order_id,product_id,quantity,unit_price
201,70,65,3,428.21
203,71,105,2,92.42
204,71,34,4,71.27
205,72,70,1,401.42
206,72,122,1,224.36
207,72,91,2,121.26
208,72,77,2,47.99
209,72,150,1,34.59
210,73,138,2,393.93
211,73,74,4,473.13
213,74,69,5,392.64
214,74,23,1,364.17
215,74,22,4,324.11
216,74,52,2,89.43
217,74,72,3,48.63
218,75,58,3,449.0
219,76,44,4,253.41
221,77,64,4,207.38
222,77,1,5,61.79
223,78,6,1,315.33
226,80,77,1,47.99
227,80,123,1,333.46
228,80,132,4,44.21
229,81,22,1,324.11
230,81,95,2,247.95
231,81,5,1,163.55
232,81,72,3,48.63
233,82,149,4,50.24
234,82,15,1,239.62
235,82,24,2,54.52
236,83,1,2,61.79
239,84,41,5,291.42
240,85,30,2,446.19
241,85,5,4,163.55
242,85,45,4,109.7
243,85,134,1,95.29
244,85,33,4,328.68
245,86,137,4,120.24
246,86,67,3,281.75
247,86,108,3,227.68
249,88,61,1,215.62
250,88,82,2,254.07
251,88,116,4,391.58
252,89,40,1,56.1
253,89,105,3,92.42
254,89,21,2,337.13
255,89,28,5,439.55
256,90,81,3,289.58
257,90,97,2,253.73
258,91,92,2,418.99
259,91,73,1,465.69
261,92,79,3,277.05
262,92,17,4,478.91
263,93,89,1,279.5
264,94,51,2,473.89
265,94,14,5,305.25
266,94,37,5,369.28
267,95,52,5,89.43
268,96,71,3,482.46
270,98,100,3,276.54
271,99,130,3,276.37
272,100,94,1,424.77
273,100,136,4,97.04
275,101,107,5,53.99
276,102,34,5,71.27
277,102,31,2,446.59
278,103,2,1,479.65
279,104,120,1,264.37
281,104,101,4,96.04
282,105,67,4,281.75
283,105,112,5,193.63
284,105,37,1,369.28
285,105,100,1,276.54
286,106,67,2,281.75
287,106,57,3,51.13
288,106,28,1,439.55
289,106,38,4,119.72
290,106,141,4,414.98
291,107,85,1,342.39
292,107,71,2,482.46
293,107,109,4,175.35
294,107,29,4,92.01
295,107,60,4,395.83
296,108,12,4,269.74
297,108,76,3,309.52
298,108,37,1,369.28
299,108,119,3,52.3
300,109,124,1,276.53
301,109,5,3,163.55
302,110,118,2,470.52
303,110,101,2,96.04
305,111,53,2,313.49
306,111,103,3,408.02
307,111,130,4,276.37
308,111,133,4,145.92
309,112,95,3,247.95
310,112,38,1,119.72
311,112,110,3,290.54
312,113,15,4,239.62
313,113,112,1,193.63
314,113,47,2,242.12
315,113,46,4,332.25
316,114,126,4,454.92
317,114,41,1,291.42
319,115,46,4,332.25
320,115,4,3,259.58
321,115,20,1,84.67
322,115,56,2,304.73
323,115,3,2,196.01
324,116,72,1,48.63
325,116,114,5,425.21
326,116,102,1,427.89
327,117,84,5,283.77
329,117,90,5,95.48
330,117,108,2,227.68
331,117,92,3,418.99
332,118,1,3,61.79
333,118,94,1,424.77
334,118,27,2,357.54
335,118,96,2,376.33
336,119,150,3,34.59
338,120,16,2,480.27
339,121,58,5,449.0
341,122,110,1,290.54
342,122,60,3,395.83
343,122,15,5,239.62
344,122,35,2,333.03
345,123,80,1,481.83
346,123,69,4,392.64
347,123,34,2,71.27
348,123,33,3,328.68
349,124,65,2,428.21
350,124,115,1,328.24
351,124,137,2,120.24
352,124,17,3,478.91
353,125,26,2,404.81
354,125,125,2,317.37
355,126,34,5,71.27
356,126,83,1,438.68
357,126,78,1,295.11
358,127,54,5,300.28
359,127,92,2,418.99
360,128,71,5,482.46
362,128,104,5,102.05
363,128,44,3,253.41
364,129,143,3,262.96
365,129,104,3,102.05
366,130,47,2,242.12
367,130,74,1,473.13
368,130,101,1,96.04
369,131,14,2,305.25
370,131,11,1,228.31
372,132,23,1,364.17
373,133,37,3,369.28
374,133,108,4,227.68
375,133,135,1,351.73
376,133,70,4,401.42
377,133,53,4,313.49
378,134,73,3,465.69
379,134,90,1,95.48
380,134,121,3,329.14
381,135,109,3,175.35
382,136,110,3,290.54
383,136,23,5,364.17
384,136,11,2,228.31
385,137,44,3,253.41
386,137,66,1,378.71
387,137,95,2,247.95
389,138,87,3,401.08
390,138,101,5,96.04
391,138,57,4,51.13
392,138,106,4,393.74
393,138,55,4,105.16
394,139,107,4,53.99
395,139,104,1,102.05
396,139,133,5,145.92
397,140,43,5,409.53
398,140,144,2,468.43
399,140,87,2,401.08
407,143,16,4,480.27
408,143,103,4,408.02
409,143,18,1,7.49
410,143,46,5,332.25
411,144,126,3,454.92
412,144,60,1,395.83
413,145,44,1,253.41
414,145,61,2,215.62
415,145,5,5,163.55
417,146,136,2,97.04
420,147,149,1,50.24
422,147,12,5,269.74
423,147,115,5,328.24
424,147,17,5,478.91
425,148,77,1,47.99
426,148,130,5,276.37
427,148,23,4,364.17
428,149,29,4,92.01
429,149,5,1,163.55
430,149,108,3,227.68
432,150,2,3,479.65
433,150,42,4,260.75
434,150,40,2,56.1
435,150,116,1,391.58
436,151,34,4,71.27
437,152,11,4,228.31
438,152,113,3,322.09
439,152,70,5,401.42
441,153,60,4,395.83
442,153,73,5,465.69
443,153,45,3,109.7
444,154,145,4,130.39
446,154,40,5,56.1
447,154,123,5,333.46
449,155,65,1,428.21
450,155,22,1,324.11
451,156,120,5,264.37
452,157,59,5,438.04
453,157,133,2,145.92
454,157,9,3,359.85
455,158,76,2,309.52
456,158,60,4,395.83
457,159,144,5,468.43
458,159,9,4,359.85
459,159,94,4,424.77
461,160,79,2,277.05
462,160,124,4,276.53
463,160,51,3,473.89
464,161,12,5,269.74
465,161,51,4,473.89
466,162,80,5,481.83
467,162,7,4,418.65
468,162,17,4,478.91
469,163,121,5,329.14
470,164,43,1,409.53
471,164,10,3,281.25
472,165,25,3,167.53
473,166,64,4,207.38
474,166,13,1,351.94
475,166,139,2,168.47
476,167,21,2,337.13
477,167,11,5,228.31
479,169,73,2,465.69
480,169,107,2,53.99
481,169,6,1,315.33
482,169,130,4,276.37
486,172,41,5,291.42
487,172,70,4,401.42
488,172,137,2,120.24
489,172,17,5,478.91
490,173,125,2,317.37
493,173,133,1,145.92
494,174,3,5,196.01
495,174,69,5,392.64
496,174,31,2,446.59
497,174,68,4,369.21
498,175,60,2,395.83
499,175,137,4,120.24
500,175,76,3,309.52
501,176,74,3,473.13
502,176,24,5,54.52
503,176,90,3,95.48
504,177,95,4,247.95
505,177,61,4,215.62
506,178,3,2,196.01
507,178,34,1,71.27
508,178,51,2,473.89
510,179,46,2,332.25
511,179,15,3,239.62
512,180,150,1,34.59
513,180,135,4,351.73
514,180,104,4,102.05
516,181,13,4,351.94
518,181,126,2,454.92
519,181,35,4,333.03
520,182,83,4,438.68
521,182,48,2,26.36
522,183,87,2,401.08
523,183,1,2,61.79
524,183,36,1,379.82
525,183,3,3,196.01
526,183,88,4,127.89
527,184,52,1,89.43
528,185,55,4,105.16
529,185,33,2,328.68
530,186,9,3,359.85
531,186,1,2,61.79
532,186,44,2,253.41
533,186,122,1,224.36
534,186,112,5,193.63
535,187,1,2,61.79
536,187,49,3,445.94
537,187,68,3,369.21
538,187,54,5,300.28
539,187,148,5,345.76
541,188,54,4,300.28
542,188,66,1,378.71
543,188,137,1,120.24
545,189,36,5,379.82
546,189,45,2,109.7
547,190,17,5,478.91
548,190,135,1,351.73
549,190,18,1,7.49
550,190,148,4,345.76
551,191,101,5,96.04
552,191,100,2,276.54
553,191,114,1,425.21
556,193,83,4,438.68
558,193,107,3,53.99
559,193,91,2,121.26
561,194,5,3,163.55
562,194,116,2,391.58
563,194,69,4,392.64
564,194,13,2,351.94
565,195,55,5,105.16
566,196,125,5,317.37
567,196,40,3,56.1
568,196,82,3,254.07
569,196,77,1,47.99
570,197,147,3,294.42
571,197,36,2,379.82
572,198,60,5,395.83
573,199,5,2,163.55
574,199,118,4,470.52
575,199,80,3,481.83
576,200,1,2,61.79
577,200,102,3,427.89
578,201,44,3,253.41
579,201,72,4,48.63
581,202,23,5,364.17
582,202,139,2,168.47
583,202,145,5,130.39
584,203,35,4,333.03
585,203,7,2,418.65
586,204,81,5,289.58
587,204,142,4,127.35
588,204,114,2,425.21
589,204,140,4,40.34
590,205,17,5,478.91
591,205,100,2,276.54
592,205,53,1,313.49
593,205,103,5,408.02
594,205,141,2,414.98
595,206,26,1,404.81
596,206,100,5,276.54
597,206,34,5,71.27
598,206,60,5,395.83
599,207,117,3,209.92
600,207,106,2,393.74
602,207,56,1,304.73
603,207,9,5,359.85
604,208,133,3,145.92
605,208,54,1,300.28
606,209,40,3,56.1
607,210,30,5,446.19
608,210,113,4,322.09
609,210,78,3,295.11
610,210,122,2,224.36
611,211,6,2,315.33
612,211,130,3,276.37
613,211,42,2,260.75
614,212,54,1,300.28
615,212,78,2,295.11
616,212,96,3,376.33
617,212,7,3,418.65
618,212,66,3,378.71
621,215,26,3,404.81
622,215,66,4,378.71
623,215,33,2,328.68
624,216,52,2,89.43
625,216,8,4,325.05
626,217,107,5,53.99
628,218,33,2,328.68
629,218,54,5,300.28
630,219,25,1,167.53
631,220,31,2,446.59
632,220,118,3,470.52
633,220,97,4,253.73
634,220,18,3,7.49
635,221,92,2,418.99
636,221,68,1,369.21
637,221,141,3,414.98
638,222,74,5,473.13
640,222,71,1,482.46
641,223,39,5,197.11
642,223,82,1,254.07
644,224,129,5,153.31
645,224,150,1,34.59
646,224,44,1,253.41
647,225,12,5,269.74
648,226,14,1,305.25
649,226,51,1,473.89
651,226,86,3,38.44
652,227,44,3,253.41
653,227,10,3,281.25
654,228,109,5,175.35
655,228,10,5,281.25
656,228,97,5,253.73
657,228,54,2,300.28
658,229,47,1,242.12
659,229,66,3,378.71
660,229,103,5,408.02
661,230,132,2,44.21
662,230,92,4,418.99
663,230,147,2,294.42
664,230,24,4,54.52
665,230,145,4,130.39
666,231,16,3,480.27
667,231,57,3,51.13
668,231,70,3,401.42
669,231,105,5,92.42
670,231,75,4,426.03
671,232,122,4,224.36
672,232,58,3,449.0
673,232,64,1,207.38
674,233,61,5,215.62
675,233,58,1,449.0
676,233,119,4,52.3
677,233,121,1,329.14
678,234,142,2,127.35
679,234,34,4,71.27
680,234,114,3,425.21
681,234,43,3,409.53
682,235,28,5,439.55
683,235,3,3,196.01
684,235,29,4,92.01
685,235,105,4,92.42
686,235,57,4,51.13
689,238,53,1,313.49
690,238,68,1,369.21
692,238,22,3,324.11
693,239,39,4,197.11
694,240,9,5,359.85
695,240,52,3,89.43
696,240,16,4,480.27
697,240,25,5,167.53
698,240,21,1,337.13
699,241,150,1,34.59
700,242,42,1,260.75
701,243,77,1,47.99
702,243,122,4,224.36
703,243,62,1,145.22
704,243,29,5,92.01
705,244,90,2,95.48
710,246,57,1,51.13
711,246,111,4,180.78
712,246,38,1,119.72
713,246,93,4,339.53
714,246,22,3,324.11
715,247,131,2,85.82
717,247,26,1,404.81
718,247,29,2,92.01
719,248,143,3,262.96
720,248,92,3,418.99
721,249,69,2,392.64
722,249,64,3,207.38
723,249,38,5,119.72
724,249,112,3,193.63
725,249,119,5,52.3
726,250,74,3,473.13
727,251,131,3,85.82
728,251,74,5,473.13
729,252,58,3,449.0
730,252,7,5,418.65
731,252,57,4,51.13
732,252,104,3,102.05
733,252,96,1,376.33
734,253,108,1,227.68
735,254,140,1,40.34
736,254,116,1,391.58
737,254,24,5,54.52
738,254,36,5,379.82
739,254,42,3,260.75
740,255,83,5,438.68
741,255,65,1,428.21
742,256,79,2,277.05
743,256,137,5,120.24
745,257,37,5,369.28
746,257,22,2,324.11
747,257,36,5,379.82
748,257,76,2,309.52
749,258,31,2,446.59
750,258,2,3,479.65
751,259,41,3,291.42
752,259,150,2,34.59
754,260,97,4,253.73
755,260,17,5,478.91
756,260,37,3,369.28
757,261,22,4,324.11
758,261,73,3,465.69
759,262,76,5,309.52
761,263,108,5,227.68
762,263,83,1,438.68
764,264,123,2,333.46
765,264,139,2,168.47
766,264,132,4,44.21
767,264,80,2,481.83
768,265,138,2,393.93
769,265,112,5,193.63
770,265,123,3,333.46
772,265,25,1,167.53
773,266,101,2,96.04
774,266,125,3,317.37
775,266,94,4,424.77
776,266,113,2,322.09
777,267,31,2,446.59
779,267,108,4,227.68
780,268,6,2,315.33
781,268,19,4,108.98
782,268,48,4,26.36
783,269,74,5,473.13
784,270,75,1,426.03
785,270,24,2,54.52
786,270,40,3,56.1
787,270,103,4,408.02
789,271,133,2,145.92
790,272,53,4,313.49
791,272,131,5,85.82
792,272,22,3,324.11
793,272,112,1,193.63
795,273,145,1,130.39
796,274,122,1,224.36
797,275,148,1,345.76
798,275,16,4,480.27
799,275,55,1,105.16
800,275,118,2,470.52
801,275,104,3,102.05
802,276,68,5,369.21
803,276,27,5,357.54
804,276,112,4,193.63
805,276,29,4,92.01
806,276,52,1,89.43
807,277,86,3,38.44
808,278,90,2,95.48
809,278,64,5,207.38
810,278,37,4,369.28
811,278,139,4,168.47
813,279,111,2,180.78
814,279,16,5,480.27
816,279,121,1,329.14
817,280,124,1,276.53
818,280,82,5,254.07
819,281,3,1,196.01
822,283,31,4,446.59
823,283,90,4,95.48
824,283,97,3,253.73
825,283,94,3,424.77
826,284,51,2,473.89
827,284,67,1,281.75
829,285,10,1,281.25
830,285,3,4,196.01
831,285,67,5,281.75
832,286,82,2,254.07
833,286,28,5,439.55
834,287,106,3,393.74
835,287,54,4,300.28
836,287,94,3,424.77
837,287,43,2,409.53
838,287,37,1,369.28
839,288,82,3,254.07
840,289,103,1,408.02
843,291,61,1,215.62
844,291,137,2,120.24
845,291,140,2,40.34
846,291,13,4,351.94
847,291,101,1,96.04
848,292,110,5,290.54
849,292,66,3,378.71
851,294,111,4,180.78
852,294,143,3,262.96
853,294,105,1,92.42
854,294,110,5,290.54
855,294,136,4,97.04
856,295,7,2,418.65
857,295,48,5,26.36
860,296,28,4,439.55
862,296,7,3,418.65
863,296,100,2,276.54
864,297,102,5,427.89
866,297,68,2,369.21
867,298,90,2,95.48
869,298,101,3,96.04
870,298,89,2,279.5
871,299,144,1,468.43
872,300,35,4,333.03
873,301,116,3,391.58
874,301,24,3,54.52
875,301,105,3,92.42
876,301,54,3,300.28
878,302,51,5,473.89
879,302,59,5,438.04
881,302,118,1,470.52
882,302,41,5,291.42
884,303,7,3,418.65
886,304,45,2,109.7
887,304,126,5,454.92
888,304,2,1,479.65
889,305,91,1,121.26
890,306,25,1,167.53
891,306,60,5,395.83
892,306,26,3,404.81
893,306,103,3,408.02
894,306,47,1,242.12
904,309,9,5,359.85
905,309,108,1,227.68
906,309,59,5,438.04
907,310,75,3,426.03
908,311,38,2,119.72
909,312,114,5,425.21
910,312,7,2,418.65
911,312,77,3,47.99
912,313,150,1,34.59
913,313,30,5,446.19
914,314,116,1,391.58
915,315,129,2,153.31
916,316,20,4,84.67
917,316,92,4,418.99
918,316,21,3,337.13
920,316,55,3,105.16
921,317,116,1,391.58
922,317,53,4,313.49
923,317,38,5,119.72
924,317,141,1,414.98
926,318,141,2,414.98
927,319,100,4,276.54
928,320,23,2,364.17
929,320,131,4,85.82
930,320,91,1,121.26
931,320,117,5,209.92
933,321,150,3,34.59
934,322,37,4,369.28
936,322,37,3,369.28
938,323,26,5,404.81
939,323,43,3,409.53
940,323,101,4,96.04
941,323,29,1,92.01
942,324,48,5,26.36
943,324,107,3,53.99
944,324,100,1,276.54
945,325,1,4,61.79
946,325,59,3,438.04
947,326,30,1,446.19
948,326,12,2,269.74
949,326,33,1,328.68
950,326,115,4,328.24
951,326,115,5,328.24
952,327,149,1,50.24
953,327,126,4,454.92
956,329,25,3,167.53
957,329,107,5,53.99
959,331,14,2,305.25
960,331,4,4,259.58
961,331,30,2,446.19
962,331,20,3,84.67
963,331,80,2,481.83
964,332,96,2,376.33
965,332,61,5,215.62
966,332,72,2,48.63
967,333,28,5,439.55
968,333,18,3,7.49
969,333,28,2,439.55
970,334,60,3,395.83
971,334,65,4,428.21
972,334,121,3,329.14
973,334,110,5,290.54
974,335,144,2,468.43
975,336,85,1,342.39
976,336,53,2,313.49
977,337,31,3,446.59
978,337,34,3,71.27
979,338,16,2,480.27
980,338,4,3,259.58
981,339,70,1,401.42
983,339,132,3,44.21
984,339,148,3,345.76
986,340,15,4,239.62
987,340,19,4,108.98
988,340,45,2,109.7
989,340,109,5,175.35
991,341,60,3,395.83
992,341,97,2,253.73
993,341,133,2,145.92
994,341,135,3,351.73
995,341,93,2,339.53
998,343,70,1,401.42
999,343,109,5,175.35
1001,344,88,4,127.89
1002,344,103,4,408.02
1003,344,67,1,281.75
1004,344,111,3,180.78
1005,344,56,4,304.73
1007,345,25,3,167.53
1008,345,73,3,465.69
1009,345,133,3,145.92
1014,347,45,3,109.7
1015,347,64,2,207.38
1016,347,14,5,305.25
1017,347,6,2,315.33
1019,349,118,4,470.52
1020,349,38,4,119.72
1021,349,67,4,281.75
1022,349,138,2,393.93
1023,350,13,1,351.94
1024,350,119,4,52.3
1025,350,114,5,425.21
1026,350,126,4,454.92
1027,351,62,3,145.22
1028,351,118,1,470.52
1029,351,120,1,264.37
1030,352,108,5,227.68
1031,352,82,2,254.07
1032,352,12,1,269.74
1033,352,130,3,276.37
1034,353,109,2,175.35
1035,353,106,1,393.74
1036,353,147,2,294.42
1037,354,108,5,227.68
1038,354,81,1,289.58
1039,354,115,4,328.24
1040,355,24,4,54.52
1041,355,119,4,52.3
1042,355,96,3,376.33
1045,356,137,1,120.24
1046,357,137,4,120.24
1052,359,37,3,369.28
1053,360,21,5,337.13
1054,360,31,3,446.59
1055,360,148,1,345.76
1056,360,97,1,253.73
1057,360,56,1,304.73
1058,361,24,1,54.52
1059,361,17,2,478.91
1060,361,45,5,109.7
1061,361,62,5,145.22
1062,361,81,3,289.58
1063,362,51,3,473.89
1064,363,58,3,449.0
1065,363,26,4,404.81
1066,363,81,4,289.58
1067,364,31,2,446.59
1068,364,69,3,392.64
1069,364,27,4,357.54
1070,365,16,5,480.27
1071,366,104,5,102.05
1072,367,92,4,418.99
1073,367,38,3,119.72
1075,367,117,2,209.92
1076,368,144,2,468.43
1077,368,32,3,385.75
1078,368,85,1,342.39
1079,369,103,3,408.02
1080,369,47,3,242.12
1081,369,103,3,408.02
1082,369,22,5,324.11
1083,369,67,4,281.75
1084,370,57,5,51.13
1085,370,89,5,279.5
1086,371,107,2,53.99
1088,373,148,1,345.76
1089,374,134,3,95.29
1091,374,93,5,339.53
1092,375,122,5,224.36
1093,375,101,3,96.04
1094,375,136,3,97.04
1095,375,43,5,409.53
1096,376,138,1,393.93
1097,376,11,3,228.31
1098,377,125,5,317.37
1099,377,142,3,127.35
1100,377,38,2,119.72
1101,377,85,5,342.39
1102,378,71,3,482.46
1103,378,41,1,291.42
1105,378,92,1,418.99
1106,379,3,2,196.01
1107,379,29,1,92.01
1110,381,66,1,378.71
1112,381,57,5,51.13
1113,381,89,1,279.5
1114,381,11,3,228.31
1116,382,147,2,294.42
1117,383,40,1,56.1
1118,383,92,2,418.99
1119,383,117,2,209.92
1120,383,67,4,281.75
1121,384,1,1,61.79
1122,384,145,5,130.39
1123,384,18,3,7.49
1124,384,43,4,409.53
1125,385,133,5,145.92
1132,387,68,3,369.21
1133,387,94,4,424.77
1134,387,125,3,317.37
1135,387,81,5,289.58
1136,387,150,4,34.59
1137,388,26,2,404.81
1138,388,68,2,369.21
1139,388,78,4,295.11
1140,388,114,4,425.21
1142,389,56,4,304.73
1143,389,100,3,276.54
1144,389,27,4,357.54
1145,389,9,5,359.85
1146,389,26,1,404.81
1147,390,141,4,414.98
1148,390,51,2,473.89
1149,391,105,2,92.42
1150,391,22,3,324.11
1151,391,20,4,84.67
1152,391,80,4,481.83
1154,392,3,2,196.01
1155,392,94,1,424.77
1156,393,61,5,215.62
1157,393,37,5,369.28
1158,393,33,2,328.68
1159,393,41,1,291.42
1160,394,86,4,38.44
1161,394,68,3,369.21
1162,395,72,5,48.63
1163,395,88,4,127.89
1164,395,37,5,369.28
1165,396,132,3,44.21
1166,396,35,3,333.03
1167,396,69,1,392.64
1169,397,3,4,196.01
1170,397,120,3,264.37
1171,397,17,1,478.91
1172,397,133,3,145.92
1173,397,12,2,269.74
1174,398,66,1,378.71
1175,398,60,3,395.83
1176,398,125,2,317.37
1177,398,116,1,391.58
1179,399,31,1,446.59
1180,400,88,1,127.89
1181,400,7,3,418.65
1182,401,60,5,395.83
1184,401,65,3,428.21
1185,401,78,1,295.11
1186,401,147,5,294.42
1187,402,87,4,401.08
1188,402,125,3,317.37
1189,403,78,4,295.11
1190,403,139,5,168.47
1191,403,144,4,468.43
1193,403,117,2,209.92
1194,404,12,5,269.74
1195,404,116,4,391.58
1196,405,1,5,61.79
1197,406,56,3,304.73
1198,406,42,5,260.75
1199,406,77,1,47.99
1200,406,148,4,345.76
1201,407,119,4,52.3
1202,407,76,1,309.52
1204,408,47,4,242.12
1205,408,141,4,414.98
1206,408,96,2,376.33
1207,408,97,2,253.73
1208,408,18,4,7.49
1209,409,108,1,227.68
1210,409,43,2,409.53
1211,409,37,2,369.28
1212,409,8,4,325.05
1213,409,1,2,61.79
1214,410,36,5,379.82
1215,410,9,3,359.85
1216,410,74,3,473.13
1218,411,64,3,207.38
1219,411,123,4,333.46
1220,411,102,2,427.89
1221,411,64,1,207.38
1222,412,144,2,468.43
1223,412,139,4,168.47
1224,412,20,3,84.67
1225,413,122,3,224.36
1227,414,125,2,317.37
1228,415,22,3,324.11
1230,416,34,1,71.27
1231,416,147,1,294.42
1232,416,137,5,120.24
1233,416,147,4,294.42
1234,417,137,1,120.24
1235,417,40,1,56.1
1236,417,26,1,404.81
1238,418,147,5,294.42
1239,419,59,4,438.04
1240,419,51,5,473.89
1241,420,83,2,438.68
1242,420,43,4,409.53
1243,420,29,2,92.01
1249,422,12,5,269.74
1250,422,137,2,120.24
1251,422,13,5,351.94
1252,422,91,2,121.26
1253,422,36,2,379.82
1254,423,14,3,305.25
1255,423,26,2,404.81
1256,424,47,3,242.12
1257,424,4,5,259.58
1260,426,123,3,333.46
1261,426,43,3,409.53
1262,426,3,5,196.01
1263,426,15,4,239.62
1264,427,116,3,391.58
1265,427,73,4,465.69
1266,428,111,3,180.78
1267,429,148,3,345.76
1268,429,47,2,242.12
1269,430,51,5,473.89
1270,430,124,2,276.53
1271,430,26,4,404.81
1272,430,96,2,376.33
1273,431,103,2,408.02
1274,432,94,4,424.77
1275,433,70,3,401.42
1276,434,41,1,291.42
1277,434,10,1,281.25
1278,434,89,2,279.5
1279,434,18,1,7.49
1280,434,92,4,418.99
1281,435,72,4,48.63
1282,435,20,3,84.67
1284,436,144,3,468.43
1285,437,79,4,277.05
1286,438,10,3,281.25
1287,438,13,4,351.94
1288,438,138,4,393.93
1289,438,134,4,95.29
1290,438,91,1,121.26
1291,439,86,5,38.44
1293,439,29,3,92.01
1294,439,91,5,121.26
1295,440,57,4,51.13
1297,440,119,4,52.3
1298,440,135,3,351.73
1299,440,26,4,404.81
1300,441,54,1,300.28
1301,441,54,1,300.28
1302,441,110,2,290.54
1303,441,62,4,145.22
1305,442,68,3,369.21
1306,443,88,5,127.89
1307,444,141,4,414.98
1308,444,123,4,333.46
1309,444,73,1,465.69
1310,444,81,2,289.58
1311,444,72,5,48.63
1312,445,100,2,276.54
1313,445,41,3,291.42
1314,445,64,3,207.38
1315,445,27,3,357.54
1317,447,111,1,180.78
1318,447,135,4,351.73
1320,447,73,2,465.69
1321,448,65,2,428.21
1322,448,119,2,52.3
1323,449,9,4,359.85
1324,449,32,5,385.75
1325,449,117,5,209.92
